final_text,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
sabtu 15 feb cgk terbang jambi jadwal take off pk 14 45 pk 14 05 counter check soeta airport tolak tugas counter closed kursi isi penuh telat check anggap batal argument tsb maskapai jelaskn batas maksimum check 45 menit belum jadwal take off tsb sesuai permenhub pm 30 th 2021 mohon cerah,1,0,,2025-02-16 12:57:02,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2025-02-17 02:19:29
tidak responsif,3,0,5.7.1,2025-02-15 15:34:59,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2025-02-17 02:19:14
tak lancar ngeblank tidak pergi tidak,1,1,5.7.1,2025-02-12 01:02:12,Selamat Sore Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2025-02-13 08:30:48
layan buruk bal sby koper bagasih pecah parah roda patah parah klaim tidak alas timer posisi hrs d bandara pdhl msh d bandara tidak lepas pulang lakbanpun tak hancur pokok parah banget kecewa moga tidak korban,1,22,9.11.1,2025-02-10 05:05:51,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2025-02-11 00:26:12
mantap,5,0,9.11.1,2025-02-08 12:22:19,,
mantap,5,0,,2025-02-08 12:09:41,Selamat Siang Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-02-10 07:25:48
kereen,5,0,9.11.1,2025-02-04 11:21:58,Selamat Siang Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-02-05 04:15:59
alhamdulillah call centernya bantu anak kursi beli tiket anak ambil green plus nyata anak nomor kursi tanda alias tidak pilih cek online nyata nomor 1 2 milih anak usia 9 nomor 15 17 terbang moga tidak trouble staff citilink ikan sehat,5,2,5.7.1,2025-01-30 08:09:33,Selamat Siang Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-02-01 05:47:33
terbang d batalin min,1,0,9.11.1,2025-01-24 00:51:43,Selamat Malam Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2025-01-25 10:55:04
lambat profil alamat kota medan tidak,3,0,5.6.1,2025-01-19 07:42:21,Selamat Sore Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2025-01-19 10:43:16
beli tiket tidak tau tidak direfund ubah jadwal pas beli tidak,1,1,5.0.1,2025-01-16 23:16:06,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2025-01-17 03:33:23
laku oembayaran via ovo notif bayar tidak kunjung muncul tidak buka bookingannya,1,1,9.11.0,2025-01-16 13:33:43,Selamat Malam Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2025-01-16 14:34:56
,5,0,5.7.1,2025-01-16 07:58:59,Selamat Malam Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-01-16 14:33:52
atur 2 org tidak duduk kursi darurat bantu pakai tidak,1,0,,2025-01-16 05:19:02,Selamat Siang Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2025-01-16 07:37:43
susah banget pake lot pake garuda aman2,1,0,3.1.6,2025-01-15 03:01:42,Selamat Sore Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2025-01-15 09:07:32
kode booking tidak cek,3,0,9.11.0,2025-01-13 14:01:12,Selamat Siang Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2025-01-14 06:32:00
lot tidak cek terbang sen hadehh,1,2,9.11.0,2025-01-11 14:13:11,Selamat Sore Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2024-12-27 08:43:54
sekian pakai moga inovasi salam sukses,5,4,9.11.0,2025-01-06 00:53:40,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-01-06 01:43:22
better and more features,5,0,5.0.1,2025-01-05 04:03:26,Good Evening Mr/Mrs. Thank you for your review. We will continue to strive to improve our service quality. Thank you Citilink Customer Care,2025-01-05 12:57:50
bagus,5,0,,2025-01-02 08:26:54,Selamat Malam Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-01-03 12:00:34
sistem nomer duduk check online check online 5 orang anak anak kasih nomer 15 drop bagasi anak anak tidak nomer 15 emergency exit tunggu cari tukar kursi tumpang,1,2,9.11.0,2025-01-01 05:33:34,Selamat Malam Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih - Customer Care Citilink,2025-01-01 15:26:03
pramugari tidak ramah citilink tidak ubah,1,0,,2024-12-28 04:58:37,Selamat Malam Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih - Customer Care Citilink,2024-12-29 12:39:13
error forbidden,1,0,9.11.0,2024-12-26 16:47:54,Selamat Sore Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-12-27 08:41:27
tidak pesan tiket tombol cari tidak nyala,3,0,5.7.1,2024-12-26 00:49:36,Selamat Sore Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-12-26 10:17:21
tidak user friendly banding traveloka mending unistall,1,0,,2024-12-22 10:21:09,Selamat Malam Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-12-22 11:42:20
hi dev could you please update your application when i want to book a flight and type the city or the airport name there s no option shown how can i book a flight then,2,0,5.7.1,2024-12-22 09:06:13,"Good Evening Sir/Madam, Thank you for the review provided. We apologize for any inconvenience. Please be willing to send complaint details via email customercare@citilink.co.id to help us understand the problems you are experiencing. We are waiting for confirmation and we will be happy to help. Thank you Citilink Customer Care.",2024-12-22 11:41:44
gagal laku bayar,1,1,9.11.0,2024-12-22 00:27:59,Selamat Malam Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-12-22 11:40:52
salah lihat tiket nama nona laki gw pakai traveloka nama tuan citilinknya tulis nona,4,1,9.11.0,2024-12-12 13:42:13,"Selamat Sore Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink
Customer Care
by Customer C.",2024-12-13 08:24:26
bagus,5,0,,2024-12-07 14:05:22,"Selamat Malam Bapak/ Ibu.
Kami berterima kasih atas review baiknya. Kami akan terus berusaha meningkatkan kualitas demi kepuasan para pengguna. Semoga Bapak/ Ibu akan selalu menjadi pelanggan setia Citilink.
Terima kasih - Customer Care Citilink",2024-12-08 13:06:49
sen halim pindah cgk tidak kompensasi kecewa,1,0,,2024-12-04 02:37:03,Selamat Siang Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-12-05 06:56:00
full tanpa potong citilink citilink teman adventure,5,0,,2024-11-30 08:17:21,"Selamat Malam Bapak/ Ibu.
Kami berterima kasih atas review baiknya. Kami akan terus berusaha meningkatkan kualitas demi kepuasan para pengguna. Semoga Bapak/ Ibu akan selalu menjadi pelanggan setia Citilink.
Terima kasih - Customer Care Citilink",2024-11-30 13:30:56
kontl tidak mesen tiket pilih jadwal terbang harga gda klik proses data bayar,1,1,9.10.0,2024-11-28 12:04:47,"Selamat Malam Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu.
Terima kasih - Customer Care Citilink",2024-11-30 13:33:56
mudah beli tiket citilink free bagasi 5 kg beli tiket,5,0,9.9.1,2024-11-28 04:19:16,"Selamat Malam Bapak/ Ibu.
Kami berterima kasih atas review baiknya. Kami akan terus berusaha meningkatkan kualitas demi kepuasan para pengguna. Semoga Bapak/ Ibu akan selalu menjadi pelanggan setia Citilink.
Terima kasih - Customer Care Citilink",2024-11-30 13:31:31
gagal booking via bayar kartu kredit bayar gagal bayar duplicate payment,3,2,9.10.0,2024-11-28 03:34:37,"Selamat Malam Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu.
Terima kasih - Customer Care Citilink",2024-11-30 13:26:02
error tidak akses,1,0,5.6.1,2024-11-27 04:48:19,"Selamat Malam Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu.
Terima kasih - Customer Care Citilink",2024-11-30 13:23:13
bagus,5,0,9.9.1,2024-11-23 12:06:10,"Good Night Sir/Madam, Thank you for the review provided.",2024-11-24 12:51:24
tidak bagus instal selesai daftar akun komlit pas login tidak buka cari tidak loading langsung uninstal,1,1,,2024-11-09 23:58:12,Selamat Malam Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-11-10 13:03:12
citilink hati,5,0,9.1.1,2024-11-09 15:21:45,"Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan.
Membeli tomat di atas nampan, #BarengCitilink tetap semangat dan jaga kesehatan",2024-11-10 13:02:39
bagus ramah,5,0,9.9.1,2024-11-09 13:09:31,"Selamat Malam Bapak/Ibu. Terima kasih atas ulasan yang diberikan.
Ke Kota Bengkulu bareng kekasih, Sehat selalu dan terima kasih",2024-11-10 13:01:55
busuk cari tiket,1,0,9.9.1,2024-11-08 02:34:56,Selamat Malam Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-11-09 11:50:15
susah klaim miles susah check tiket citilink beli tiket,1,0,5.7.1,2024-11-07 06:32:24,Selamat Malam Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-11-09 11:49:48
mudah beli tiket maaci citilink,5,2,9.9.1,2024-11-03 08:03:25,"Selamat Malam Bapak/ Ibu.
Kami berterima kasih atas review baiknya. Kami akan terus berusaha meningkatkan kualitas demi kepuasan para pengguna. Semoga Bapak/ Ibu akan selalu menjadi pelanggan setia Citilink.
Terima kasih, Customer Care Citilink",2024-11-03 13:10:17
bagus banget,5,0,,2024-11-02 12:42:14,"Selamat Malam Bapak/ Ibu.
Kami berterima kasih atas review baiknya. Kami akan terus berusaha meningkatkan kualitas demi kepuasan para pengguna. Semoga Bapak/ Ibu akan selalu menjadi pelanggan setia Citilink.
Terima kasih, Customer Care Citilink",2024-11-02 13:32:22
ajib,5,0,9.9.1,2024-11-02 12:41:12,"Selamat Malam Bapak/ Ibu.
Kami berterima kasih atas review baiknya. Kami akan terus berusaha meningkatkan kualitas demi kepuasan para pengguna. Semoga Bapak/ Ibu akan selalu menjadi pelanggan setia Citilink.
Terima kasih. Customer Care Citilink",2024-11-02 13:32:50
mantap,5,0,9.9.1,2024-10-31 22:25:22,"Selamat Malam Bapak/ Ibu.
Kami berterima kasih atas review baiknya. Kami akan terus berusaha meningkatkan kualitas demi kepuasan para pengguna. Semoga Bapak/ Ibu akan selalu menjadi pelanggan setia Citilink.
Terima kasih, Customer Care Citilink",2024-11-02 13:33:28
bantu mudah pakai,5,0,9.9.0,2024-10-30 12:57:58,"Selamat Malam Bapak/ Ibu.
Kami berterima kasih atas review baiknya. Kami akan terus berusaha meningkatkan kualitas demi kepuasan para pengguna. Semoga Bapak/ Ibu akan selalu menjadi pelanggan setia Citilink.
Terima kasih, Customer Care Citilink",2024-11-02 13:34:07
bagus,5,0,9.9.0,2024-10-26 12:40:04,"Selamat Malam Bapak/Ibu. Terima kasih atas ulasan yang diberikan.
Ke Kota Bengkulu bareng kekasih, Sehat selalu dan terima kasih",2024-10-27 11:48:09
busuk susah banget check online garuda garuda full tau gin mending super jet,1,6,9.9.0,2024-10-25 01:01:08,Selamat Malam Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-10-26 12:20:59
tolol sih reset password dah ulang kali kebukaknya coba ulang kali lawak lawak,1,0,,2024-10-23 19:53:10,Selamat Malam Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-10-26 12:20:30
jelek kurang janji skrng,1,0,5.0.1,2024-10-23 01:47:40,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-10-23 02:52:47
maskapai bohong tolak terbang maskapai sakit bw anak2 umur 2org trs dibw kkp bandara dstu dokterny tk mmeriksa ktany bkan dokter obgyn dsuruh rs dktr obgyn trs counter dberikan surat tolak terbang maskapai bndara langsung k rs kondisi hamil smbil bw anak 2 1 umur 6th tu 8tn bayang repot ngomongny pas dbndra mw drefun tket dn anak2 nyata tidak,1,1,9.9.0,2024-10-18 15:33:05,Selamat Malam Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan tersebut melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih - Customer Care Citilink,2024-10-19 13:17:33
kirain tugas ditanyain cuek tidak info nyata pesawat tunda 2jam,1,3,9.8.0,2024-10-15 07:47:25,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-10-16 03:26:59
oke bayar halaman bayar ngeblank pindah butuh buka mobile banking mohon,3,4,9.8.0,2024-10-13 11:46:10,Selamat Siang Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-10-15 07:28:00
bagus banget mudah pesan tiket pesawat,5,1,9.8.0,2024-10-12 14:05:29,"Selamat Malam Bapak/Ibu. Terima kasih atas ulasan yang diberikan.
Ke Kota Palu bareng kekasih, Sehat selalu dan terima kasih",2024-10-13 11:19:00
oke,5,0,,2024-10-12 12:44:33,"Selamat Malam Bapak/Ibu. Terima kasih atas ulasan yang diberikan.
Ke Kota Bengkulu bareng kekasih, Sehat selalu dan terima kasih",2024-10-13 11:16:58
waahh bagus,5,0,,2024-10-12 12:18:18,"Selamat Malam Bapak/Ibu. Terima kasih atas ulasan yang diberikan.
Pergi camping bersama kekasih, Salam dari Citilink dan terima kasih",2024-10-12 12:44:24
susah akses,1,0,5.7.1,2024-10-10 00:33:21,Selamat Siang Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-10-10 04:39:34
bagus bantu mudah,5,0,9.7.0,2024-10-09 05:18:38,"Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan.
Pergi camping bersama kekasih, Salam dari Citilink dan terima kasih",2024-10-10 04:38:13
layan buruk d bandara jakarta pusat tugas tidak sopan cekin suruh cekin layar boarding pass tidak nomor gate konter cuman bilang lurus belok kiri kemari ujung ujung tinggal pesawat konter beli tiket tugas marah marah bukan salah salah beli tiket citilink tidak pesawat beli tiket citilink,1,13,9.8.0,2024-10-08 15:58:46,Selamat Siang Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-10-10 04:36:56
errorr,5,0,5.7.1,2024-10-05 13:03:47,Selamat Sore Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih - Customer Care Citilink,2024-10-06 10:34:08
mantaap,5,0,9.7.0,2024-10-05 12:17:02,"Selamat Malam Bapak/ Ibu.
Kami berterima kasih atas review baiknya. Kami akan terus berusaha meningkatkan kualitas demi kepuasan para pengguna. Semoga Bapak/ Ibu akan selalu menjadi pelanggan setia Citilink.
Terima kasih. Customer Care Citilink",2024-10-05 13:35:34
alhamdulillah,5,0,,2024-10-05 12:09:19,"Selamat Malam Bapak/ Ibu.
Kami berterima kasih atas review baiknya. Kami akan terus berusaha meningkatkan kualitas demi kepuasan para pengguna. Semoga Bapak/ Ibu akan selalu menjadi pelanggan setia Citilink.
Terima kasih. Customer Care Citilink",2024-10-05 13:35:07
bagus,5,0,9.4.5,2024-10-01 14:39:02,"Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan.
Pergi camping bersama kekasih, Salam dari Citilink dan terima kasih",2024-10-03 09:05:40
update,4,0,9.7.0,2024-09-28 13:50:01,"Selamat Malam Bapak/Ibu. Terima kasih atas ulasan yang diberikan.
Ke Kota Bengkulu bareng kekasih, Sehat selalu dan terima kasih",2024-09-29 12:41:22
bagus,5,0,9.7.0,2024-09-28 12:25:34,"Selamat Malam Bapak/Ibu. Terima kasih atas ulasan yang diberikan.
Ke Kota Bengkulu bareng kekasih, Sehat selalu dan terima kasih",2024-09-29 12:40:30
mantap pokonamah,5,0,9.5.0,2024-09-28 07:25:08,"Selamat Malam Bapak/Ibu. Terima kasih atas ulasan yang diberikan.
Ke Kota Bengkulu bareng kekasih, Sehat selalu dan terima kasih",2024-09-28 12:50:21
laku klaim linkmiles pasca terbang minggu tidak simpel jangan rumit hubung email lapor customer service tuju sederhana layan bukan dar trend,2,6,9.7.0,2024-09-28 03:30:29,Selamat Malam Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Kami sangat menghargai dan berterima kasih atas masukan dan saran dari Bapak/Ibu yang akan menjadi acuan kami memberikan pelayanan yang lebih baik kepada seluruh pelanggan kami. Terima kasih Customer Care Citilink.,2024-09-28 12:49:33
masuk nomor flyer greener sulit,4,0,9.7.0,2024-09-26 08:30:25,Selamat Sore Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-09-26 08:34:35
mantap,5,0,,2024-09-21 13:09:35,"Selamat Malam Bapak/ Ibu.
Kami berterima kasih atas review baiknya. Kami akan terus berusaha meningkatkan kualitas kami demi kepuasan para pengguna. Semoga Bapak/ Ibu akan selalu menjadi pelanggan setia Citilink.
Terima kasih. Customer Care Citilink",2024-09-22 12:50:36
bagus,5,0,9.7.0,2024-09-21 12:08:58,"Selamat Malam Bapak/ Ibu.
Kami berterima kasih atas review baiknya. Kami akan terus berusaha meningkatkan kualitas kami demi kepuasan para pengguna. Semoga Bapak/ Ibu akan selalu menjadi pelanggan setia Citilink.
Terima kasih - Customer Care Citilink.",2024-09-22 12:49:21
baguss mudah,5,0,9.7.0,2024-09-21 12:07:42,"Selamat Malam Bapak/ Ibu.
Kami berterima kasih atas review baiknya. Kami akan terus berusaha meningkatkan kualitas kami demi kepuasan para pengguna. Semoga Bapak/ Ibu akan selalu menjadi pelanggan setia Citilink.
Terima kasih - Customer Care Citilink.",2024-09-22 12:48:12
bayar sulit tidak bank virtual,1,0,5.7.1,2024-09-21 08:49:29,Selamat Malam Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-09-22 12:42:32
gabisa pilih kursi,1,0,9.7.0,2024-09-20 04:28:39,Selamat Malam Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2024-09-22 12:40:01
banyakin,5,0,9.6.0,2024-09-18 10:48:58,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami sangat menghargai dan berterima kasih atas masukan dan saran dari Bapak/Ibu yang akan menjadi acuan kami memberikan pelayanan yang lebih baik kepada seluruh pelanggan kami. Terima kasih Customer Care Citilink.,2024-09-20 04:02:43
mudah lancar,5,0,9.7.0,2024-09-15 07:07:53,"Selamat Sore Bapak/Ibu. Terima kasih atas ulasan yang diberikan.
Pergi camping bersama kekasih, Salam dari Citilink dan terima kasih",2024-09-16 08:54:24
mantap joss gandoss,5,0,9.6.0,2024-09-14 03:24:11,"Selamat Sore Bapak/Ibu. Terima kasih atas ulasan yang diberikan.
Pergi camping bersama kekasih, Salam dari Citilink dan terima kasih",2024-09-16 08:53:21
nagus,5,0,9.6.0,2024-09-13 23:54:41,"Selamat Sore Bapak/Ibu. Terima kasih atas ulasan yang diberikan.
Pergi camping bersama kekasih, Salam dari Citilink dan terima kasih",2024-09-16 08:52:13
tidak mohon,1,0,5.7.1,2024-09-09 07:58:03,Selamat Siang Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat dilakukan log out dan log in kembali dengan memastikan jaringan internet Bapak/Ibu stabil. Terima kasih Customer Care Citilink,2024-09-10 05:06:23
